"","Major","Minor","BldgNbr","NbrBldgs","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode","NbrStories","PredominantUse","Shape","ConstrClass","BldgQuality","BldgDescr","BldgGrossSqFt","BldgNetSqFt","YrBuilt","EffYr","PcntComplete","HeatingSystem","Sprinklers","Elevators"
"1604",690920,555,1,1,"1418         31ST                      AVE  S  98144","1418","   ","  ","31ST                     ","AVE ","S ","98144",2,352,2,4,4,"Retail & 6-UNIT APT                               ",4760,4760,1901,1970,100,4,"N","N"
"1605",767480,55,2,1,"3223         6TH                       AVE  S  98134","3223","   ","  ","6TH                      ","AVE ","S ","98134",1,494,2,5,2,"INDUST BLDG                                       ",2400,2400,1950,1960,100,6,"N"," "
"1606",357320,955,3,1,"5000         EAST MARGINAL             WAY  S  98134","5000","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,494,2,5,4,"SHOP & WHS                                        ",7000,7000,1978,1978,100,20,"Y"," "
"1607",766620,6025,1,1,"2710         1ST                       AVE  S  98134","2710","   ","  ","1ST                      ","AVE ","S ","98134",2,534,2,3,4,"WHSE/OFC                                          ",20400,20400,1926,1979,100,12,"Y"," "
"1608",766620,4346,2,1,"505       S  LANDER                    ST      98134","505","   ","S ","LANDER                   ","ST  ","  ","98134",1,406,2,3,4,"WAREHOUSE                                         ",14520,14520,1957,1965,100,6,"Y"," "
"1609",59700,9,1,1,"3001         21ST                      AVE  S  98144","3001","   ","  ","21ST                     ","AVE ","S ","98144",2,353,2,3,5,"VACANT RETAIL W/LIVING UNIT ON 2ND FLOOR          ",3680,3680,1929,1980,100,4,"N"," "
"1610",713330,680,1,1,"1511         15TH                      AVE  S  98144","1511","   ","  ","15TH                     ","AVE ","S ","98144",3,352,2,4,4,"APARTMENTS                                        ",4350,3750,1969,1985,100,2,"N","N"
"1611",859190,76,1,1,"1240      S  JACKSON                   ST      98144","1240","   ","S ","JACKSON                  ","ST  ","  ","98144",1,350,2,4,4,"Retail Building                                   ",2450,2450,1965,1980,100,1," "," "
"1612",396440,230,2,1,"3219         BEACON                    AVE  S  98144","3219","   ","  ","BEACON                   ","AVE ","S ","98144",1,351,2,4,3,"SFR                                               ",570,570,1923,1960,100,3," "," "
"1613",754830,980,1,1,"2007      S  STATE                     ST      98144","2007","   ","S ","STATE                    ","ST  ","  ","98144",1,350,2,4,2,"DAHLAK ERITREAN REST.& BAR                        ",3296,3296,1926,1949,100,6,"N"," "
"1614",766620,3501,2,1,"2400         6TH                       AVE  S  98134","2400","   ","  ","6TH                      ","AVE ","S ","98134",1,326,2,3,2,"GARAGE                                            ",2000,2000,1956,1959,100,6,"N"," "
"1615",192404,9051,1,1,"5409         OHIO                      AVE  S  98134","5409","   ","  ","OHIO                     ","AVE ","S ","98134",1,406,2,3,4,"WESTERN UTILITIES & WHSE  PP# 28265957            ",27312,27312,1922,1965,100,20,"N"," "
"1616",142630,305,1,1,"2701      S  WALDEN                    ST      98144","2701","   ","S ","WALDEN                   ","ST  ","  ","98144",3,352,2,4,4,"APT                                               ",6918,6702,1966,1977,100,2,"N","N"
"1617",93900,60,1,1,"502          2ND                       AVE     98104","502","   ","  ","2ND                      ","AVE ","  ","98104",37,344,2,2,5,"SMITH TOWER                                       ",304346,256481,1912,1992,100,13,"Y","Y"
"1618",766670,2850,14,1,"1719         13TH                      AVE  SW 98134","1719","   ","  ","13TH                     ","AVE ","SW","98134",1,820,2,4,4,"T 133 & 150                                       ",1807,1807,1900,1968,100,1," "," "
"1619",766670,2155,5,1,"3444         13TH                      AVE  SW 98134","3444","   ","  ","13TH                     ","AVE ","SW","98134",1,406,1,5,3,"STORAGE WAREHOUSE                                 ",1200,1200,1959,1980,100,20," "," "
"1620",57000,295,1,6,"2525         14TH                      AVE  S  98144","2525","   ","  ","14TH                     ","AVE ","S ","98144",3,352,2,4,5,"Westview Apartment Homes                          ",112670,75227,1918,1997,100,4,"N","N"
"1621",766620,4375,1,1,"2447         6TH                       AVE  S  98134","2447","   ","  ","6TH                      ","AVE ","S ","98134",1,494,2,5,4,"SHOP                                              ",9600,9600,1952,1975,100,6,"N"," "
"1622",182404,9055,1,1,"3648         EAST MARGINAL             WAY  S  98134","3648","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",2,344,2,3,2,"OFFICES                                           ",6000,6000,1946,1950,100,3,"Y"," "
"1623",536720,4560,1,1,"6361         1ST                       AVE  S  98134","6361","   ","  ","1ST                      ","AVE ","S ","98134",1,494,2,5,2,"METAL WHSE                                        ",10400,10400,1959,1959,100,6,"N"," "
"1624",766620,6090,1,1,"2440         1ST                       AVE  S  98134","2440","   ","  ","1ST                      ","AVE ","S ","98134",1,406,2,3,4,"WAREHOUSE                                         ",21600,21600,1927,1945,100,6,"Y"," "
"1625",524780,380,1,1,"202          1ST                       AVE  S  98104","202","   ","  ","1ST                      ","AVE ","S ","98104",3,344,2,3,6,"Office Bldg                                       ",26800,20100,1909,2002,100,17,"Y","Y"
"1626",197920,290,1,1,"921          TERRY                     AVE     98104","921","   ","  ","TERRY                    ","AVE ","  ","98104",6,496,2,2,6,"LABORATORIES/MEDICAL OFFICE                       ",187600,187600,1983,1993,100,11,"Y","Y"
"1627",192404,9041,1,1,"5209         EAST MARGINAL             WAY  S  98134","5209","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,406,2,4,2,"WHSE  PP#15836018                                 ",8460,8460,1946,1954,100,20,"N"," "
"1628",128230,1435,1,1,"3427         RAINIER                   AVE  S  98144","3427","   ","  ","RAINIER                  ","AVE ","S ","98144",1,344,2,3,4,"OFFICE & CAFE                                     ",4620,4620,1955,1967,100,2,"N"," "
"1629",56700,485,1,1,"918          29TH                      AVE  S  98144","918","   ","  ","29TH                     ","AVE ","S ","98144",2,352,2,4,4,"FOURPLEX                                          ",3200,3200,1983,1990,100,2,"N","N"
"1630",885000,380,1,1,"1516         17TH                      AVE  S  98144","1516","   ","  ","17TH                     ","AVE ","S ","98144",2,352,2,4,4,"FOURPLEX                                          ",4244,4244,1982,1992,100,2,"N","N"
"1631",524780,2245,1,1,"651       S  MAIN                      ST      98104","651","   ","S ","MAIN                     ","ST  ","  ","98104",5,300,2,4,4,"Low income housing                                ",67590,45628,2005,2005,100,1,"Y","Y"
"1632",766620,3010,4,1,"918       S  LANDER                    ST      98134","918","   ","S ","LANDER                   ","ST  ","  ","98134",1,494,4,3,4,"BLDG #3                                           ",8400,8400,1973,1985,100,6,"N"," "
"1633",425340,90,1,1,"2711         14TH                      AVE  S  98144","2711","   ","  ","14TH                     ","AVE ","S ","98144",1,851,2,4,3,"SFR                                               ",1940,970,1913,1966,100,3," "," "
"1634",149830,2590,1,1,"2101         23RD                      AVE  S  98144","2101","   ","  ","23RD                     ","AVE ","S ","98144",1,528,2,3,5,"AUTO SERVICE                                      ",1480,1480,1990,1990,100,14,"N"," "
"1635",360,52,1,1,"2700         RAINIER                   AVE  S  98144","2700","   ","  ","RAINIER                  ","AVE ","S ","98144",2,319,2,3,4,"DISCOUNT STORE/OFFICE                             ",291940,291940,1980,1985,100,12,"Y"," "
"1636",754830,10,1,1,"1755         15TH                      AVE  S  98144","1755","   ","  ","15TH                     ","AVE ","S ","98144",2,352,2,4,5,"MARINE VISTA                                      ",5152,4725,1954,1981,100,4,"N","N"
"1637",327480,531,1,1,"940          26TH                      AVE  S  98144","940","   ","  ","26TH                     ","AVE ","S ","98144",2,352,1,4,6,"8 BD multiple Residence                           ",5309,5033,2011,2011,100,3," ","Y"
"1638",766620,4145,5,1,"450       S  SPOKANE                   ST      98134","450","   ","S ","SPOKANE                  ","ST  ","  ","98134",1,528,2,4,2,"VEHICLE SHOP/SERVICE BLDG                         ",2870,2870,1959,1960,100,6," "," "
"1639",388190,570,1,1,"1801         24TH                      AVE  S  98144","1801","   ","  ","24TH                     ","AVE ","S ","98144",2,309,2,4,5,"CHURCH                                            ",22952,22952,1963,1984,100,14,"N"," "
"1640",713730,60,1,1,"2608      S  JUDKINS                   ST      98144","2608","   ","S ","JUDKINS                  ","ST  ","  ","98144",1,353,2,4,2,"RETAIL STORE                                      ",825,825,1928,1945,100,4,"N"," "
"1641",346450,0,2,1,"3304         27TH                      AVE  S  98144","3304","   ","  ","27TH                     ","AVE ","S ","98144",2,352,3,4,3,"SFR Converted to Apartments                       ",3112,2197,1919,1950,100,1," "," "
"1642",817010,5,2,1,"1001      S  JACKSON                   ST      98104","1001","   ","S ","JACKSON                  ","ST  ","  ","98104",1,406,2,3,4,"TSUE CHONG - MFG/WHSE                             ",12000,12000,1915,1940,100,12,"N"," "
"1643",192404,9091,1,1,"5901         EAST MARGINAL             WAY  S  98134","5901","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,494,2,3,3,"LONGVIEW FIBRE CO                                 ",119990,119990,1955,1975,100,20,"Y"," "
"1644",766620,7360,10,1,"2901         UTAH                      AVE  S  98134","2901","   ","  ","UTAH                     ","AVE ","S ","98134",1,326,2,4,2,"BLDG 'J'                                          ",702,702,1939,1939,100,20," "," "
"1645",783380,15,1,1,"          S  JACKSON                   ST      98144","     ","   ","S ","JACKSON                  ","ST  ","  ","98144",1,365,3,4,4,"Private School                                    ",4970,4970,2001,2001,100,14,"Y"," "
"1646",332000,5,1,1,"1400      S  MAIN                      ST      98144","1400","   ","S ","MAIN                     ","ST  ","  ","98144",6,330,2,3,4,"ELDERLY HOUSING                                   ",62538,52162,1980,1988,100,2,"N"," "
"1647",859190,75,1,1,"1236      S  JACKSON                   ST      98144","1236","   ","S ","JACKSON                  ","ST  ","  ","98144",2,341,2,3,4,"MULTI-USE BLDG                                    ",5960,5960,1988,1990,100,1,"N"," "
"1648",132730,10,2,1,"3314         4TH                       AVE  S  98134","3314","   ","  ","4TH                      ","AVE ","S ","98134",1,406,2,5,2,"WAREHOUSE                                         ",9360,9360,1952,1952,100,6,"N"," "
"1649",364610,340,1,1,"323          24TH                      AVE  S  98144","323","   ","  ","24TH                     ","AVE ","S ","98144",1,353,2,3,4,"UNIT R - RETAIL STORE (WALGREEN)                  ",13905,13905,1997,1997,100,12,"N"," "
"1650",553050,0,1,1,"719          2ND                       AVE     98104","719","   ","  ","2ND                      ","AVE ","  ","98104",20,847,2,1,7,"Millennium Tower Condominium                      ",317782,199077,2000,2000,100,17,"Y","Y"
"1651",331950,1540,2,1,"1610      S  KING                      ST      98144","1610","   ","S ","KING                     ","ST  ","  ","98144",2,309,2,4,5,"CHURCH PROPER                                     ",10903,10903,1962,1965,100,11,"N"," "
"1652",524780,780,1,1,"416          OCCIDENTAL                AVE  S  98104","416","   ","  ","OCCIDENTAL               ","AVE ","S ","98104",2,344,2,3,4,"office building                                   ",36630,36630,1930,1965,100,8,"Y"," "
"1653",93900,150,1,1,"606          1ST                       AVE     98104","606","   ","  ","1ST                      ","AVE ","  ","98104",6,344,2,3,5,"OFFICE BUILDING                                   ",89355,72000,1900,1975,100,12,"Y","Y"
"1654",885000,925,1,1,"1526         21ST                      AVE  S  98144","1526","   ","  ","21ST                     ","AVE ","S ","98144",1,344,1,4,2,"SMALL OFFICE BUILDING                             ",616,616,1981,1981,100,6," "," "
"1655",59700,640,1,1,"3013         BEACON                    AVE  S  98144","3013","   ","  ","BEACON                   ","AVE ","S ","98144",2,459,2,4,4,"RETAIL STORE W/APARTMENT UNITS                    ",7580,5278,1925,1980,100,4,"N","N"
"1656",766670,1356,4,1,"2900         11TH                      AVE  SW 98134","2900","   ","  ","11TH                     ","AVE ","SW","98134",1,327,3,5,6,"GATEHOUSE                                         ",18531,18531,2001,2001,100,12,"Y"," "
"1657",94200,270,1,1,"1010         5TH                       AVE     98104","1010","   ","  ","5TH                      ","AVE ","  ","98104",12,327,2,2,8,"COURTHOUSE & OFFICES                              ",190000,160142,1940,2007,100,17,"Y","Y"
"1658",138980,140,1,1,"2507         BEACON                    AVE  S  98144","2507","   ","  ","BEACON                   ","AVE ","S ","98144",1,406,2,3,3,"STORAGE WAREHOUSE                                 ",4375,4375,1979,1990,100,6,"N"," "
"1659",766620,7515,1,1,"3627         1ST                       AVE  S  98134","3627","   ","  ","1ST                      ","AVE ","S ","98134",2,407,2,3,4,"WHSE                                              ",21900,21900,1954,1979,100,20,"N"," "
"1660",817010,570,1,1,"1300      S  DEARBORN                  ST      98144","1300","   ","S ","DEARBORN                 ","ST  ","  ","98144",1,495,1,3,4," Manufacturing Building                           ",14460,14460,1932,1940,100,6," "," "
"1661",766620,3180,1,1,"2415         AIRPORT                   WAY  S  98134","2415","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,494,2,3,4,"WAREHOUSE/OFC/KITCHEN                             ",25375,25375,1955,1969,100,6,"Y"," "
"1662",766620,6100,1,1,"2450         1ST                       AVE  S  98134","2450","   ","  ","1ST                      ","AVE ","S ","98134",1,534,2,4,2,"OFFICE EQIVALENT                                  ",7200,7200,1937,1949,100,6,"Y"," "
"1663",388190,495,1,1,"1817         21ST                      AVE  S  98144","1817","   ","  ","21ST                     ","AVE ","S ","98144",1,407,2,4,4,"WAREHOUSE DISTRIBUTION                            ",15706,15706,1978,1990,100,1,"N"," "
"1664",766670,1356,11,1,"2900         11TH                      AVE  SW 98134","2900","   ","  ","11TH                     ","AVE ","SW","98134",1,327,1,5,6,"TABLULATIION SHED                                 ",1320,1320,2001,2001,100,20,"Y"," "
"1665",766620,2885,1,1,"2030         AIRPORT                   WAY  S  98134","2030","   ","  ","AIRPORT                  ","WAY ","S ","98134",2,820,2,4,4,"OFFICE                                            ",8890,8890,1980,1985,100,17,"Y"," "
"1666",128230,850,1,1,"3320         RAINIER                   AVE  S  98144","3320","   ","  ","RAINIER                  ","AVE ","S ","98144",2,830,2,4,4,"OFFICE RETAIL                                     ",3872,3872,1991,1989,100,1,"N"," "
"1667",713430,440,1,1,"851          POPLAR                    PL   S  98144","851","   ","  ","POPLAR                   ","PL  ","S ","98144",1,344,2,4,4,"SIGNAL COMMUNICATIONS INC                         ",2168,2168,1952,1980,100,3,"N"," "
"1668",766620,4145,3,1,"450       S  SPOKANE                   ST      98134","450","   ","S ","SPOKANE                  ","ST  ","  ","98134",1,472,2,4,2,"ATTACHED STORAGE                                  ",1220,1220,1931,1950,100,6,"N"," "
"1669",766620,4256,1,1,"2730         4TH                       AVE  S  98134","2730","   ","  ","4TH                      ","AVE ","S ","98134",1,494,2,3,4,"OFC/INDUSTRIAL                                    ",21632,21632,1946,1969,100,4,"N"," "
"1670",766620,3915,1,1,"3619         7TH                       AVE  S  98134","3619","   ","  ","7TH                      ","AVE ","S ","98134",1,494,2,5,2,"WAREHOUSE                                         ",9160,9160,1978,1979,100,6,"N"," "
"1671",57000,250,1,1,"2539         13TH                      AVE  S  98144","2539","   ","  ","13TH                     ","AVE ","S ","98144",3,300,2,4,4,"7 Plex Apt.                                       ",8077,5664,2005,2005,100,1,"Y"," "
"1672",766670,465,3,1,"4501         EAST MARGINAL             WAY  S  98134","4501","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,470,2,5,4,"UTILITY BLDG                                      ",1500,1500,1982,1982,100,20,"N"," "
"1673",172280,2695,2,1,"5400         EAST MARGINAL             WAY  S  98134","5400","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,494,2,4,4,"INDUST BLDG                                       ",4900,4900,1932,1943,100,20,"N"," "
"1674",766620,6095,1,1,"2444         1ST                       AVE  S  98134","2444","   ","  ","1ST                      ","AVE ","S ","98134",1,534,2,3,3,"MATTRESS STORE                                    ",4500,4500,1941,1949,100,6,"N"," "
"1675",162404,9006,2,1,"3200         23RD                      AVE  S  98144","3200","   ","  ","23RD                     ","AVE ","S ","98144",1,0,2,3,4,"GYM                                               ",4602,4602,1971,1971,100,3,"Y"," "
"1676",783380,15,2,1,"          S  JACKSON                   ST      98144","     ","   ","S ","JACKSON                  ","ST  ","  ","98144",2,365,3,4,4,"Private School                                    ",7184,7184,2005,2005,100,14,"Y"," "
"1677",817010,380,1,1,"1222      S  WELLER                    ST      98144","1222","   ","S ","WELLER                   ","ST  ","  ","98144",2,406,2,3,4,"WHSE. \ MANUF. W \ OFF. & BSMT. PRKING.           ",23737,19216,1993,2000,100,6,"N"," "
"1678",872708,0,1,1,"932          29TH                      AVE  S  98144","932","   ","  ","29TH                     ","AVE ","S ","98144",2,352,3,4,4,"29 Norman Condos                                  ",4500,3600,1981,1982,100,1," ","N"
"1679",524780,1990,1,1,"315          MAYNARD                   AVE  S  98104","315","   ","  ","MAYNARD                  ","AVE ","S ","98104",4,352,2,3,4,"INTERNATIONAL APTS-53 UNITS                       ",23200,17489,1910,1964,100,1,"Y","N"
"1680",169590,128,1,1,"1729         32ND                      AVE  S  98144","1729","   ","  ","32ND                     ","AVE ","S ","98144",1,472,2,4,4,"STORAGE BLDG                                      ",740,740,1948,1948,100,20,"N"," "
"1681",388190,190,1,2,"1815         13TH                      AVE  S  98144","1815","   ","  ","13TH                     ","AVE ","S ","98144",3,352,2,4,2,"22 UNIT                                           ",15426,12205,1911,1971,100,2,"N","N"
"1682",308600,3290,1,1,"2800         BEACON                    AVE  S  98144","2800","   ","  ","BEACON                   ","AVE ","S ","98144",1,304,2,4,5,"WASHINGTON FEDERAL SAVINGS                        ",3224,3224,1978,1990,100,19,"N"," "
"1683",524780,1970,1,1,"306          6TH                       AVE  S  98104","306","   ","  ","6TH                      ","AVE ","S ","98104",6,300,2,3,4,"MIXED USE APT                                     ",34848,24200,1914,1980,100,4,"N","Y"
"1684",192404,9041,2,1,"5209         EAST MARGINAL             WAY  S  98134","5209","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",2,344,2,4,4,"OFFICE  PP#15836018                               ",9196,9196,1953,1987,100,17,"Y"," "
"1685",539210,55,2,1,"802          TERRY                     AVE     98104","802","   ","  ","TERRY                    ","AVE ","  ","98104",2,484,2,3,4,"PRIVATE HIGH SCHOOL (CLASSROOMS)                  ",12282,12282,1972,1985,100,4,"Y"," "
"1686",859040,795,1,1,"621          9TH                       AVE     98104","621","   ","  ","9TH                      ","AVE ","  ","98104",3,551,2,4,4,"ROOMING HOUSE                                     ",5742,4112,1900,1950,100,3,"N"," "
"1687",182404,9062,1,1,"3825         1ST                       AVE  S  98134","3825","   ","  ","1ST                      ","AVE ","S ","98134",1,406,2,3,4,"WAREHOUSE                                         ",15022,15022,1947,1979,100,6,"N"," "
"1688",396440,305,1,1,"1727      S  HORTON                    ST      98144","1727","   ","S ","HORTON                   ","ST  ","  ","98144",2,352,2,4,5,"APTS w/ BUDDHIST TEMPLE in BASEMENT               ",10050,9380,1922,1988,100,4,"N","N"
"1689",859290,345,1,1,"800          MAYNARD                   AVE  S  98134","800","   ","  ","MAYNARD                  ","AVE ","S ","98134",4,406,2,2,4,"WHOLESALE & WAREHOUSE                             ",72000,72000,1925,1980,100,7,"N"," "
"1690",766670,2850,13,1,"1719         13TH                      AVE  SW 98134","1719","   ","  ","13TH                     ","AVE ","SW","98134",1,406,2,4,4,"C 51                                              ",504,504,1941,1941,100,20," "," "
"1691",766620,7445,2,1,"3231         UTAH                      AVE  S  98134","3231","   ","  ","UTAH                     ","AVE ","S ","98134",2,344,2,3,3,"OFC                                               ",6000,6000,1974,1985,100,3,"Y","Y"
"1692",912200,345,1,1,"2336         15TH                      AVE  S  98144","2336","   ","  ","15TH                     ","AVE ","S ","98144",2,574,2,4,2,"Wash. St. Federation of Garden Clubs HQ           ",4420,4420,1900,1970,100,3,"N"," "
"1693",766010,135,1,1,"1316         12TH                      AVE  S  98144","1316","   ","  ","12TH                     ","AVE ","S ","98144",2,352,2,4,4,"FOUR PLEX                                         ",3390,3390,1955,1979,100,2,"N","N"
"1694",766620,7585,1,1,"3430         EAST MARGINAL             WAY  S  98134","3430","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,407,2,3,4,"WAREHOUSE                                         ",16300,16300,1952,1969,100,0,"N"," "
"1695",379600,420,1,1,"200          24TH                      AVE  S  98144","200","   ","  ","24TH                     ","AVE ","S ","98144",2,309,2,3,4,"CHURCH                                            ",15247,15247,1956,1960,100,3,"N"," "
"1696",766010,360,1,1,"1718         12TH                      AVE  S  98144","1718","   ","  ","12TH                     ","AVE ","S ","98144",2,352,2,4,5,"BEACON APTS                                       ",3796,3432,1908,1975,100,4,"N","N"
"1697",713330,110,1,1,"1348         14TH                      AVE  S  98144","1348","   ","  ","14TH                     ","AVE ","S ","98144",3,352,2,4,4,"APARTMENTS                                        ",5148,4532,1910,1974,100,6,"N","N"
"1698",42404,9060,1,1,"810          MARTIN LUTHER KING JR     WAY  S  98144","810","   ","  ","MARTIN LUTHER KING JR    ","WAY ","S ","98144",1,344,4,4,6,"OFFICES WITH STORAGE WAREHOUSE AREA               ",14990,14990,1999,1999,100,3," "," "
"1699",357320,40,1,1,"96        S  ALASKA                    ST      98134","96","   ","S ","ALASKA                   ","ST  ","  ","98134",1,406,2,3,2,"WAREHOUSE #2                                      ",20832,20832,1979,1979,100,20,"Y"," "
"1700",713330,170,1,1,"1313         16TH                      AVE  S  98144","1313","   ","  ","16TH                     ","AVE ","S ","98144",3,352,2,4,4,"2 - TRIPLEXES                                     ",6520,4120,1995,1995,100,2,"Y","N"
"1701",128230,490,1,1,"2805      S  BYRON                     ST      98144","2805","   ","S ","BYRON                    ","ST  ","  ","98144",3,352,2,4,4,"10 UNIT APT                                       ",9018,7570,1968,1985,100,2,"N","N"
"1702",57000,330,1,1,"2510         BEACON                    AVE  S  98144","2510","   ","  ","BEACON                   ","AVE ","S ","98144",3,406,2,3,3,"OFFICE - WAREHOUSE                                ",12484,10783,1986,1986,100,20,"N"," "
"1703",149830,3300,1,1,"1900         25TH                      AVE  S  98144","1900","   ","  ","25TH                     ","AVE ","S ","98144",2,810,2,2,4,"RED CROSS                                         ",39170,39170,1970,1990,100,12,"Y"," "
"1704",766620,4140,1,1,"3454         4TH                       AVE  S  98134","3454","   ","  ","4TH                      ","AVE ","S ","98134",1,494,2,3,4,"WAREHOUSE                                         ",34562,34562,1974,1979,100,6,"Y"," "
"1705",331950,285,1,1,"200          20TH                      AVE  S  98144","200","   ","  ","20TH                     ","AVE ","S ","98144",1,309,2,4,4,"CHURCH                                            ",3776,3776,1961,1970,100,3,"N"," "
"1706",766620,3050,2,1,"3512         AIRPORT                   WAY  S  98134","3512","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,406,2,3,4,"OFFICE/WHSE                                       ",6000,6000,1944,1959,100,14,"N"," "
"1707",713330,685,1,1,"1510         14TH                      AVE  S  98144","1510","   ","  ","14TH                     ","AVE ","S ","98144",3,352,2,4,4,"APARTMENTS                                        ",6950,6000,1963,1982,100,2,"N","N"
"1708",524780,885,1,1,"201       S  WASHINGTON                ST      98104","201","   ","S ","WASHINGTON               ","ST  ","  ","98104",2,353,2,3,6,"Office - former retail                            ",4561,3689,1905,2012,100,17,"Y","Y"
"1709",193730,220,1,1,"812          DAVIS                     PL   S  98144","812","   ","  ","DAVIS                    ","PL  ","S ","98144",1,309,2,4,4,"CHURCH                                            ",2864,2864,1980,1985,100,14,"N"," "
"1710",149830,2080,1,1,"2001         21ST                      AVE  S  98144","2001","   ","  ","21ST                     ","AVE ","S ","98144",1,406,2,3,4,"WAREHOUSE                                         ",25480,12758,1953,1970,100,20,"N"," "
"1711",159460,175,1,1,"2329         RAINIER                   AVE  S  98144","2329","   ","  ","RAINIER                  ","AVE ","S ","98144",2,344,2,4,4,"OFFICE                                            ",8870,8870,1957,1977,100,14,"N"," "
"1712",766620,5835,1,1,"3408         1ST                       AVE  S  98134","3408","   ","  ","1ST                      ","AVE ","S ","98134",1,840,3,4,4,"MIXED USE OFFICE - CONVERTED INDUST BLDG          ",16800,16800,1921,2010,100,12,"Y"," "
"1713",766010,220,1,1,"1532         12TH                      AVE  S  98144","1532","   ","  ","12TH                     ","AVE ","S ","98144",4,300,2,4,4,"FORUM APTS                                        ",6656,6544,1968,1990,100,2,"N","N"
"1714",817010,415,1,1,"611          12TH                      AVE  S  98104","611","   ","  ","12TH                     ","AVE ","S ","98104",1,341,2,3,4,"EXEMPT-HEALTH CLINIC                              ",45145,45145,1988,1990,100,14,"N","Y"
"1715",766620,7435,1,1,"80        S  HORTON                    ST      98134","80","   ","S ","HORTON                   ","ST  ","  ","98134",1,407,2,3,4,"WHSE                                              ",10360,10360,1965,1968,100,12,"Y"," "
"1716",197460,25,2,1,"1007         1ST                       AVE     98104","1007","   ","  ","1ST                      ","AVE ","  ","98104",4,332,2,3,6,"ARLINGTON HOTEL                                   ",36954,36954,1906,1990,100,11,"Y","Y"
"1717",524780,930,1,1,"318          2ND                       EXT  S  98104","318","   ","  ","2ND                      ","EXT ","S ","98104",6,424,2,3,4,"HOTEL - Men's Shelter                             ",29820,29820,1904,1970,100,4,"N","Y"
"1718",766670,2850,26,1,"1719         13TH                      AVE  SW 98134","1719","   ","  ","13TH                     ","AVE ","SW","98134",1,406,2,5,3,"T 230-Paint Booth-Quonset                         ",4465,4465,1996,1996,100,20,"Y"," "
"1719",859090,160,1,1,"600          9TH                       AVE     98104","600","   ","  ","9TH                      ","AVE ","  ","98104",7,300,2,2,4,"HARBORVIEW APTS                                   ",45564,31266,1960,1985,100,4,"N","Y"
"1720",125020,5,1,1,"306          24TH                      AVE  S  98144","306","   ","  ","24TH                     ","AVE ","S ","98144",3,323,2,3,6,"LODGE BLDG                                        ",13545,13545,1925,1972,100,4,"N"," "
"1721",766620,5455,1,1,"2901         4TH                       AVE  S  98134","2901","   ","  ","4TH                      ","AVE ","S ","98134",1,350,2,4,3,"BYS BURGERS                                       ",1628,1628,1965,1969,100,3,"N"," "
"1722",766620,3935,1,1,"3700         6TH                       AVE  S  98134","3700","   ","  ","6TH                      ","AVE ","S ","98134",1,406,2,3,4,"WAREHOUSE                                         ",13128,13128,1960,1970,100,6,"N"," "
"1723",766620,7503,3,1,"3411         1ST                       AVE  S  98134","3411","   ","  ","1ST                      ","AVE ","S ","98134",1,344,2,4,4,"INDUST BLD 3/MEZT SHED                            ",3240,3240,1965,1970,100,20,"N"," "
"1724",766620,7440,1,1,"3201         UTAH                      AVE  S  98134","3201","   ","  ","UTAH                     ","AVE ","S ","98134",1,406,2,4,4,"WHSE                                              ",15552,15552,1926,1959,100,11,"N"," "
"1725",261765,20,2,1,"4141         4TH                       AVE  S  98134","4141","   ","  ","4TH                      ","AVE ","S ","98134",1,471,3,5,3,"COSTCO CAR WASH (SHELL - PP REPORTED)             ",3124,3124,2006,2006,0,0," "," "
"1726",526030,5,1,1,"2701         RAINIER                   AVE  S  98144","2701","   ","  ","RAINIER                  ","AVE ","S ","98144",1,412,2,3,4,"SUPERMARKET & DISCOUNT STORE                      ",50785,48328,1963,1990,100,11,"N"," "
"1727",766620,4110,1,1,"3601         6TH                       AVE  S  98134","3601","   ","  ","6TH                      ","AVE ","S ","98134",1,406,2,3,4,"WAREHOUSE                                         ",28800,28800,1962,1965,100,3,"N"," "
"1728",766620,6678,1,1,"1000         1ST                       AVE  S  98134","1000","   ","  ","1ST                      ","AVE ","S ","98134",1,350,1,4,2,"Vacant Retail                                     ",2250,2250,1918,1940,100,17," "," "
"1729",859290,285,1,1,"714       S  CHARLES                   ST      98134","714","   ","S ","CHARLES                  ","ST  ","  ","98134",2,344,2,2,4,"OFFICE                                            ",21315,21315,1973,1973,100,12,"N"," "
"1730",94200,575,1,1,"807          4TH                       AVE     98104","807","   ","  ","4TH                      ","AVE ","  ","98104",2,345,2,2,4,"PARKING GARAGE STRUCTURE                          ",33359,33359,1923,1960,100,20,"Y"," "
"1731",766620,7160,1,1,"1943         1ST                       AVE  S  98134","1943","   ","  ","1ST                      ","AVE ","S ","98134",3,494,2,2,4,"WAREHOUSE                                         ",49052,29394,1910,1965,100,6,"Y"," "
